Temp,Occupants,Hours,Weekend,temp_squared,occupancy_hours,sin_day,cos_day,EnergyConsumption
14.38,46.0,1.39,1.0,206.79,63.91,-0.15,0.99,922.99
8.5,422.0,9.62,0.0,72.19,4058.84,-0.14,0.99,3032.26
9.75,288.0,8.27,0.0,95.13,2382.74,-0.12,0.99,2572.46
16.2,486.0,11.14,0.0,262.4,5411.63,-0.1,0.99,3670.09
14.65,475.0,9.14,0.0,214.71,4342.94,-0.09,1.0,3520.34
13.76,435.0,9.73,0.0,189.34,4233.01,-0.07,1.0,3676.67
14.54,27.0,3.75,1.0,211.39,101.18,-0.05,1.0,1262.15
15.7,34.0,0.21,1.0,246.44,7.11,-0.03,1.0,904.24
13.21,329.0,8.23,0.0,174.47,2706.47,-0.02,1.0,2121.42
12.67,352.0,9.5,0.0,160.4,3342.48,0.0,1.0,2794.03
15.76,212.0,11.78,0.0,248.37,2496.89,0.02,1.0,2187.63
12.41,321.0,10.57,0.0,153.99,3391.99,0.03,1.0,2879.15
16.74,419.0,10.69,0.0,280.26,4477.4,0.05,1.0,3366.39
10.58,49.0,2.62,1.0,111.94,128.22,0.07,1.0,1657.15
18.95,9.0,0.79,1.0,358.99,7.13,0.09,1.0,884.18
17.45,394.0,9.67,0.0,304.46,3811.29,0.1,0.99,2458.12
16.97,385.0,11.0,0.0,287.99,4236.45,0.12,0.99,3383.7
19.32,298.0,8.41,0.0,373.3,2504.84,0.14,0.99,2459.85
21.54,281.0,9.11,0.0,463.95,2560.31,0.15,0.99,2311.53
19.76,274.0,9.11,0.0,390.3,2494.85,0.17,0.99,2232.12
11.36,44.0,0.46,1.0,129.04,20.08,0.19,0.98,1180.94
13.21,36.0,0.6,1.0,174.57,21.78,0.21,0.98,1008.85
15.34,343.0,8.27,0.0,235.46,2836.61,0.22,0.98,2317.8
17.47,415.0,10.07,0.0,305.03,4181.04,0.24,0.97,2853.06
19.11,214.0,8.72,0.0,365.06,1865.54,0.26,0.97,2021.44
15.54,416.0,11.88,0.0,241.56,4943.21,0.27,0.96,3485.26
18.45,234.0,8.45,0.0,340.22,1978.05,0.29,0.96,2292.59
15.78,47.0,0.46,1.0,249.11,21.58,0.3,0.95,1267.74
16.38,1.0,3.44,1.0,268.24,3.44,0.32,0.95,714.85
14.16,299.0,10.82,0.0,200.37,3234.65,0.34,0.94,2396.35
15.77,206.0,9.69,0.0,248.6,1996.33,0.35,0.94,2047.99
14.64,229.0,9.39,0.0,214.39,2149.42,0.37,0.93,2051.77
15.93,343.0,9.59,0.0,253.73,3289.52,0.39,0.92,2657.79
22.18,310.0,9.06,0.0,491.77,2807.7,0.4,0.92,2601.67
16.32,43.0,1.83,1.0,266.46,78.83,0.42,0.91,1000.82
27.22,11.0,1.94,1.0,741.2,21.33,0.43,0.9,918.14
20.96,271.0,9.07,0.0,439.42,2459.09,0.45,0.89,1692.57
20.19,409.0,9.15,0.0,407.64,3742.29,0.46,0.89,2731.06
17.21,419.0,10.63,0.0,296.26,4452.72,0.48,0.88,3345.17
22.04,279.0,11.87,0.0,485.7,3312.89,0.49,0.87,3135.97
18.36,282.0,10.41,0.0,337.08,2936.9,0.51,0.86,2588.17
20.6,29.0,1.65,1.0,424.37,47.76,0.52,0.85,776.82
28.06,8.0,2.6,1.0,787.38,20.83,0.54,0.84,577.6
20.24,390.0,11.81,0.0,409.5,4604.22,0.55,0.83,3045.72
24.11,372.0,9.19,0.0,581.53,3418.37,0.57,0.82,2977.23
18.7,206.0,8.37,0.0,349.63,1723.86,0.58,0.81,2080.61
20.84,354.0,10.4,0.0,434.4,3680.25,0.59,0.8,2832.94
26.4,209.0,10.49,0.0,696.81,2193.37,0.61,0.79,2441.77
19.34,30.0,0.21,1.0,374.02,6.23,0.62,0.78,955.56
26.79,24.0,3.15,1.0,717.79,75.48,0.64,0.77,1000.22
23.61,205.0,8.06,0.0,557.41,1652.39,0.65,0.76,1325.93
19.93,414.0,11.86,0.0,397.16,4910.07,0.66,0.75,3210.32
23.64,333.0,9.0,0.0,558.93,2998.19,0.67,0.74,2471.43
24.79,484.0,10.7,0.0,614.45,5180.79,0.69,0.73,3685.8
23.86,325.0,10.83,0.0,569.3,3518.62,0.7,0.71,3076.37
17.41,46.0,2.08,1.0,302.97,95.57,0.71,0.7,1305.49
20.06,0.0,0.82,1.0,402.2,0.0,0.72,0.69,848.78
21.61,225.0,9.08,0.0,467.06,2043.99,0.74,0.68,1624.68
22.25,314.0,10.39,0.0,494.9,3262.67,0.75,0.66,2530.41
24.45,483.0,11.46,0.0,597.56,5537.3,0.76,0.65,3646.6
23.23,274.0,11.79,0.0,539.51,3229.62,0.77,0.64,3174.24
18.8,365.0,8.42,0.0,353.32,3074.62,0.78,0.63,2689.4
24.05,16.0,3.94,1.0,578.4,63.04,0.79,0.61,1094.78
24.85,21.0,3.09,1.0,617.29,64.85,0.8,0.6,1104.76
24.79,289.0,10.95,0.0,614.78,3163.43,0.81,0.58,2169.35
26.46,375.0,11.53,0.0,699.98,4324.49,0.82,0.57,3096.36
25.81,220.0,8.81,0.0,666.34,1938.32,0.83,0.56,2077.24
24.78,253.0,10.35,0.0,614.23,2618.64,0.84,0.54,2350.91
23.29,383.0,10.8,0.0,542.32,4138.15,0.85,0.53,3195.16
18.6,46.0,1.99,1.0,346.14,91.6,0.86,0.51,1397.53
24.96,16.0,0.42,1.0,623.17,6.75,0.87,0.5,1255.19
24.38,475.0,8.06,0.0,594.48,3829.25,0.88,0.48,2352.86
24.66,311.0,10.33,0.0,607.89,3213.16,0.88,0.47,2841.98
20.09,423.0,9.01,0.0,403.59,3812.25,0.89,0.45,2971.01
20.75,413.0,9.8,0.0,430.69,4047.82,0.9,0.44,3140.71
27.23,258.0,11.83,0.0,741.45,3052.22,0.91,0.42,2737.95
24.02,16.0,0.82,1.0,577.09,13.04,0.91,0.41,1038.03
26.25,47.0,2.09,1.0,689.28,98.39,0.92,0.39,1174.08
24.36,390.0,8.75,0.0,593.43,3414.12,0.93,0.37,2624.37
24.43,399.0,10.69,0.0,596.71,4265.25,0.93,0.36,3243.83
27.21,395.0,11.91,0.0,740.57,4703.67,0.94,0.34,3864.49
22.91,234.0,8.41,0.0,524.77,1967.37,0.95,0.33,2085.79
24.8,445.0,8.03,0.0,614.99,3574.81,0.95,0.31,2665.02
23.18,13.0,1.58,1.0,537.1,20.59,0.96,0.29,855.6
23.31,46.0,3.66,1.0,543.25,168.38,0.96,0.28,816.12
23.73,206.0,10.99,0.0,563.11,2264.67,0.97,0.26,1944.85
25.37,482.0,11.66,0.0,643.49,5619.25,0.97,0.24,3834.52
23.3,200.0,9.74,0.0,543.11,1947.22,0.97,0.23,2361.49
28.55,418.0,9.03,0.0,814.86,3776.57,0.98,0.21,2849.35
22.13,429.0,9.74,0.0,489.7,4177.44,0.98,0.19,3419.56
24.28,30.0,3.43,1.0,589.72,102.86,0.98,0.18,1358.68
23.55,34.0,3.62,1.0,554.81,123.24,0.99,0.16,1040.9
29.24,240.0,10.36,0.0,854.99,2485.88,0.99,0.14,1875.26
25.51,322.0,10.45,0.0,650.86,3365.92,0.99,0.12,2791.57
28.04,497.0,10.55,0.0,786.11,5243.72,0.99,0.11,3683.22
20.5,377.0,8.97,0.0,420.35,3380.97,1.0,0.09,3008.36
25.77,262.0,10.86,0.0,664.32,2844.33,1.0,0.07,2751.26
27.65,24.0,3.58,1.0,764.7,85.82,1.0,0.06,1270.54
25.24,33.0,2.62,1.0,637.02,86.37,1.0,0.04,792.99
28.19,408.0,11.51,0.0,794.91,4696.03,1.0,0.02,3228.99
23.45,426.0,10.95,0.0,549.81,4666.78,1.0,0.0,3354.51
29.23,247.0,8.05,0.0,854.23,1989.58,1.0,-0.01,2614.75
31.89,423.0,8.99,0.0,1017.11,3804.25,1.0,-0.03,3204.37
23.9,202.0,8.86,0.0,571.22,1789.24,1.0,-0.05,2318.35
23.64,5.0,3.21,1.0,558.98,16.07,1.0,-0.06,965.71
29.33,5.0,2.02,1.0,860.06,10.1,1.0,-0.08,869.32
29.69,315.0,8.25,0.0,881.48,2598.78,1.0,-0.1,2121.68
23.36,469.0,9.84,0.0,545.88,4612.97,0.99,-0.12,3489.15
23.65,452.0,10.93,0.0,559.35,4940.78,0.99,-0.13,3641.44
24.04,294.0,10.43,0.0,577.99,3065.52,0.99,-0.15,2988.31
20.83,472.0,10.69,0.0,433.73,5046.38,0.99,-0.17,3646.19
22.07,13.0,0.66,1.0,487.23,8.63,0.98,-0.18,1046.94
21.78,12.0,3.53,1.0,474.53,42.33,0.98,-0.2,802.36
22.46,350.0,11.35,0.0,504.3,3973.89,0.98,-0.22,2585.78
24.62,249.0,11.22,0.0,606.0,2793.87,0.97,-0.23,2568.89
25.38,405.0,11.29,0.0,644.25,4573.23,0.97,-0.25,3246.2
29.29,278.0,11.73,0.0,857.68,3261.17,0.96,-0.27,3183.51
21.59,269.0,10.18,0.0,466.22,2737.62,0.96,-0.28,2560.36
27.49,46.0,2.88,1.0,755.69,132.36,0.95,-0.3,1225.06
23.84,43.0,3.56,1.0,568.42,153.12,0.95,-0.32,1028.6
24.28,249.0,10.97,0.0,589.48,2731.91,0.94,-0.33,2303.85
26.39,491.0,10.95,0.0,696.6,5377.27,0.94,-0.35,3759.41
20.94,446.0,10.09,0.0,438.44,4498.27,0.93,-0.37,3481.82
25.39,463.0,8.27,0.0,644.66,3830.79,0.92,-0.38,2989.96
24.68,278.0,9.48,0.0,608.87,2636.68,0.92,-0.4,2476.29
25.58,35.0,2.16,1.0,654.51,75.71,0.91,-0.41,1084.28
24.9,34.0,2.84,1.0,620.06,96.59,0.9,-0.43,911.1
31.32,388.0,10.15,0.0,981.21,3939.49,0.9,-0.44,2903.92
21.97,455.0,9.08,0.0,482.56,4129.31,0.89,-0.46,3347.79
22.21,421.0,9.47,0.0,493.16,3988.47,0.88,-0.47,3139.32
21.85,440.0,11.58,0.0,477.32,5095.81,0.87,-0.49,3772.83
21.96,468.0,10.67,0.0,482.46,4991.62,0.86,-0.5,4016.0
21.63,16.0,1.98,1.0,467.9,31.63,0.85,-0.52,1420.54
27.02,6.0,3.31,1.0,730.06,19.88,0.85,-0.53,922.3
27.62,278.0,10.52,0.0,762.91,2924.83,0.84,-0.55,2220.96
21.55,435.0,8.99,0.0,464.46,3912.19,0.83,-0.56,2906.5
20.67,297.0,10.82,0.0,427.18,3214.09,0.82,-0.58,2665.84
24.48,281.0,9.71,0.0,599.22,2728.62,0.81,-0.59,2437.86
21.31,391.0,9.77,0.0,453.91,3820.14,0.8,-0.61,3108.05
24.76,35.0,0.96,1.0,612.82,33.58,0.79,-0.62,1179.99
23.36,12.0,0.57,1.0,545.58,6.81,0.77,-0.63,625.69
18.09,213.0,8.26,0.0,327.31,1758.53,0.76,-0.65,1924.7
27.17,408.0,11.3,0.0,738.16,4609.98,0.75,-0.66,3326.95
27.8,288.0,9.17,0.0,772.83,2640.83,0.74,-0.67,2423.38
20.46,255.0,9.78,0.0,418.5,2492.8,0.73,-0.68,2285.91
21.01,293.0,8.09,0.0,441.57,2369.68,0.72,-0.7,2246.11
22.91,46.0,1.41,1.0,525.03,64.84,0.71,-0.71,1306.65
22.94,3.0,3.37,1.0,526.07,10.1,0.69,-0.72,620.54
23.78,444.0,8.22,0.0,565.65,3651.77,0.68,-0.73,2705.67
27.71,221.0,9.96,0.0,767.91,2202.13,0.67,-0.74,2471.19
21.02,490.0,11.71,0.0,441.87,5737.14,0.66,-0.76,3794.44
19.03,471.0,8.42,0.0,361.98,3966.56,0.64,-0.77,3305.72
17.15,321.0,11.06,0.0,294.11,3549.54,0.63,-0.78,2910.49
18.96,44.0,1.3,1.0,359.48,57.22,0.62,-0.79,1195.91
20.92,25.0,2.75,1.0,437.52,68.63,0.6,-0.8,837.21
26.26,472.0,9.04,0.0,689.67,4267.33,0.59,-0.81,3005.33
19.18,329.0,8.64,0.0,368.06,2841.89,0.57,-0.82,2742.94
21.27,331.0,8.64,0.0,452.3,2860.45,0.56,-0.83,2391.2
20.4,284.0,8.28,0.0,416.29,2352.08,0.55,-0.84,1942.52
23.87,280.0,8.74,0.0,569.9,2447.92,0.53,-0.85,2230.14
27.74,2.0,1.12,1.0,769.59,2.23,0.52,-0.86,1125.83
18.42,7.0,2.57,1.0,339.29,18.0,0.5,-0.87,844.94
18.39,215.0,11.26,0.0,338.35,2420.15,0.49,-0.87,1903.71
22.84,304.0,10.74,0.0,521.85,3265.12,0.47,-0.88,2590.71
21.6,364.0,8.44,0.0,466.76,3072.79,0.46,-0.89,2824.09
24.95,400.0,9.16,0.0,622.27,3662.7,0.44,-0.9,2973.7
21.0,396.0,9.24,0.0,441.08,3658.73,0.43,-0.91,2901.64
18.02,38.0,1.22,1.0,324.56,46.2,0.41,-0.91,1120.22
20.71,44.0,2.61,1.0,428.82,114.96,0.39,-0.92,814.58
22.1,299.0,10.14,0.0,488.55,3032.52,0.38,-0.93,2467.58
21.08,413.0,9.43,0.0,444.31,3893.58,0.36,-0.93,2902.0
19.98,477.0,9.42,0.0,399.12,4491.03,0.35,-0.94,3373.23
21.49,361.0,11.31,0.0,462.0,4084.43,0.33,-0.94,3178.69
21.64,356.0,11.16,0.0,468.24,3971.95,0.31,-0.95,3332.67
22.11,41.0,1.04,1.0,489.01,42.69,0.3,-0.95,1478.59
19.75,15.0,3.63,1.0,390.0,54.43,0.28,-0.96,872.43
17.14,217.0,11.81,0.0,293.62,2563.04,0.26,-0.96,2040.43
17.91,296.0,9.31,0.0,320.78,2754.86,0.25,-0.97,2355.07
20.92,200.0,9.42,0.0,437.75,1883.54,0.23,-0.97,1579.97
14.68,415.0,10.02,0.0,215.63,4159.35,0.21,-0.98,3234.12
18.07,331.0,11.76,0.0,326.62,3894.04,0.2,-0.98,3149.84
15.62,49.0,3.46,1.0,243.91,169.45,0.18,-0.98,1394.73
16.71,4.0,2.19,1.0,279.37,8.75,0.16,-0.99,749.88
20.29,281.0,9.57,0.0,411.82,2689.43,0.15,-0.99,1980.23
16.86,482.0,10.21,0.0,284.29,4922.9,0.13,-0.99,3386.28
16.26,370.0,10.01,0.0,264.25,3704.64,0.11,-0.99,3288.8
11.87,258.0,8.78,0.0,140.8,2264.07,0.09,-1.0,2468.54
18.01,231.0,11.44,0.0,324.45,2641.55,0.08,-1.0,2685.73
17.54,22.0,2.96,1.0,307.6,65.11,0.06,-1.0,1127.63
21.92,4.0,3.67,1.0,480.49,14.69,0.04,-1.0,532.91
14.33,305.0,11.44,0.0,205.49,3487.69,0.03,-1.0,2518.89
15.74,304.0,10.99,0.0,247.86,3342.0,0.01,-1.0,2679.6
15.66,427.0,9.76,0.0,245.3,4166.17,-0.01,-1.0,2908.96
19.47,387.0,10.44,0.0,379.24,4041.13,-0.03,-1.0,3421.48
14.28,269.0,8.64,0.0,204.03,2324.55,-0.04,-1.0,2548.6
15.23,28.0,3.22,1.0,232.1,90.15,-0.06,-1.0,1222.08
16.05,22.0,0.07,1.0,257.6,1.58,-0.08,-1.0,834.79
14.61,255.0,10.78,0.0,213.58,2747.83,-0.09,-1.0,1955.52
12.54,312.0,8.92,0.0,157.35,2782.54,-0.11,-0.99,2463.66
14.29,212.0,8.47,0.0,204.34,1795.68,-0.13,-0.99,2166.9
16.76,217.0,8.66,0.0,280.99,1879.47,-0.15,-0.99,1744.17
10.29,381.0,8.01,0.0,105.93,3051.04,-0.16,-0.99,2352.51
13.6,39.0,3.49,1.0,184.99,136.15,-0.18,-0.98,1238.84
10.93,31.0,0.45,1.0,119.53,13.96,-0.2,-0.98,1026.83
16.45,370.0,10.06,0.0,270.6,3722.1,-0.21,-0.98,2646.66
8.13,494.0,8.65,0.0,66.05,4270.85,-0.23,-0.97,3728.06
10.85,388.0,8.33,0.0,117.79,3233.68,-0.25,-0.97,3222.17
13.49,278.0,8.08,0.0,182.11,2245.27,-0.26,-0.96,2441.23
16.89,345.0,8.66,0.0,285.42,2988.73,-0.28,-0.96,2691.33
11.84,47.0,1.88,1.0,140.08,88.13,-0.3,-0.95,1047.23
10.2,2.0,1.21,1.0,104.11,2.41,-0.31,-0.95,1148.5
17.35,449.0,9.42,0.0,301.0,4228.27,-0.33,-0.94,2943.81
7.2,395.0,8.42,0.0,51.84,3326.45,-0.35,-0.94,3060.31
4.79,270.0,8.89,0.0,22.91,2400.15,-0.36,-0.93,2828.49
12.54,447.0,10.08,0.0,157.33,4504.37,-0.38,-0.93,3436.9
9.56,345.0,10.43,0.0,91.35,3598.7,-0.39,-0.92,3257.53
7.84,3.0,3.61,1.0,61.51,10.83,-0.41,-0.91,1749.92
12.88,3.0,3.41,1.0,165.77,10.23,-0.43,-0.91,905.97
11.33,495.0,9.56,0.0,128.28,4734.25,-0.44,-0.9,3179.07
8.75,269.0,8.94,0.0,76.54,2404.0,-0.46,-0.89,2665.16
6.45,392.0,8.88,0.0,41.57,3480.26,-0.47,-0.88,3516.89
12.75,267.0,11.84,0.0,162.68,3161.13,-0.49,-0.87,2917.41
11.94,251.0,10.47,0.0,142.52,2626.77,-0.5,-0.87,2572.56
9.54,21.0,0.96,1.0,91.05,20.12,-0.52,-0.86,1349.86
15.23,5.0,3.18,1.0,232.03,15.89,-0.53,-0.85,1036.45
6.34,450.0,9.72,0.0,40.16,4372.1,-0.55,-0.84,3300.97
4.83,497.0,10.16,0.0,23.31,5051.32,-0.56,-0.83,4586.93
7.19,383.0,10.79,0.0,51.65,4130.93,-0.57,-0.82,3966.18
8.99,378.0,10.81,0.0,80.74,4085.64,-0.59,-0.81,3670.35
9.71,397.0,8.69,0.0,94.36,3448.65,-0.6,-0.8,3655.56
8.12,47.0,0.25,1.0,65.99,11.96,-0.62,-0.79,1423.59
9.77,10.0,3.33,1.0,95.42,33.25,-0.63,-0.78,1091.11
4.82,264.0,11.48,0.0,23.28,3031.28,-0.64,-0.77,2732.87
12.78,381.0,10.53,0.0,163.32,4010.28,-0.66,-0.76,3378.57
8.07,440.0,10.13,0.0,65.17,4457.21,-0.67,-0.74,4047.23
11.54,223.0,8.46,0.0,133.27,1886.93,-0.68,-0.73,2657.96
9.1,282.0,10.42,0.0,82.73,2939.16,-0.69,-0.72,2981.66
9.31,22.0,3.32,1.0,86.76,72.98,-0.71,-0.71,1398.21
9.53,13.0,3.52,1.0,90.87,45.71,-0.72,-0.7,1070.46
9.05,261.0,8.57,0.0,81.86,2237.13,-0.73,-0.68,1939.4
9.52,485.0,10.77,0.0,90.55,5222.62,-0.74,-0.67,4170.21
11.46,221.0,8.83,0.0,131.35,1950.33,-0.75,-0.66,2520.9
7.95,411.0,9.57,0.0,63.21,3932.22,-0.76,-0.65,3299.49
9.38,325.0,11.58,0.0,87.95,3764.38,-0.77,-0.63,3576.84
6.87,22.0,3.1,1.0,47.26,68.1,-0.79,-0.62,1557.07
11.36,9.0,2.41,1.0,129.02,21.67,-0.8,-0.61,1115.91
4.91,230.0,9.68,0.0,24.07,2225.73,-0.81,-0.59,2447.82
12.24,357.0,8.07,0.0,149.75,2881.88,-0.82,-0.58,2688.1
6.62,311.0,11.17,0.0,43.77,3474.19,-0.83,-0.56,3255.05
2.35,446.0,8.28,0.0,5.52,3691.18,-0.84,-0.55,3662.74
6.93,321.0,9.9,0.0,48.05,3176.94,-0.85,-0.53,3358.98
4.41,29.0,2.81,1.0,19.48,81.51,-0.85,-0.52,2055.38
8.89,24.0,0.95,1.0,79.04,22.79,-0.86,-0.5,1229.96
4.33,406.0,10.75,0.0,18.71,4366.34,-0.87,-0.49,3740.14
4.86,309.0,9.01,0.0,23.63,2785.04,-0.88,-0.47,3106.8
0.45,477.0,8.04,0.0,0.2,3835.04,-0.89,-0.46,4138.42
4.68,255.0,10.89,0.0,21.95,2777.91,-0.9,-0.44,3283.72
-1.31,256.0,10.14,0.0,1.7,2596.51,-0.9,-0.43,3853.28
1.14,24.0,3.8,1.0,1.3,91.25,-0.91,-0.41,2295.15
8.11,9.0,2.4,1.0,65.7,21.62,-0.92,-0.4,1463.3
8.11,397.0,11.37,0.0,65.85,4515.2,-0.92,-0.38,3582.3
6.97,378.0,9.94,0.0,48.57,3757.46,-0.93,-0.37,3638.05
2.73,418.0,9.33,0.0,7.45,3901.83,-0.94,-0.35,4033.36
5.43,476.0,11.17,0.0,29.48,5315.13,-0.94,-0.33,4398.51
5.51,215.0,9.81,0.0,30.31,2108.11,-0.95,-0.32,3048.62
1.99,24.0,1.45,1.0,3.95,34.74,-0.95,-0.3,1953.03
9.92,13.0,1.89,1.0,98.47,24.57,-0.96,-0.28,1136.04
8.0,367.0,11.53,0.0,63.96,4231.6,-0.96,-0.27,3190.98
4.66,225.0,9.87,0.0,21.69,2219.68,-0.97,-0.25,2767.38
5.36,264.0,8.3,0.0,28.72,2191.94,-0.97,-0.23,2480.3
5.87,299.0,9.55,0.0,34.4,2855.84,-0.98,-0.22,2935.72
-0.92,273.0,11.21,0.0,0.85,3061.46,-0.98,-0.2,3882.43
4.43,10.0,1.93,1.0,19.62,19.28,-0.98,-0.18,1751.64
3.09,10.0,0.78,1.0,9.58,7.84,-0.99,-0.17,1691.99
2.11,472.0,8.27,0.0,4.45,3902.45,-0.99,-0.15,3964.52
4.25,386.0,11.51,0.0,18.02,4442.63,-0.99,-0.13,4299.61
10.46,222.0,9.56,0.0,109.42,2121.79,-0.99,-0.12,2870.23
6.97,380.0,10.17,0.0,48.6,3863.48,-1.0,-0.1,3480.28
3.32,307.0,11.87,0.0,11.02,3644.78,-1.0,-0.08,3954.54
6.74,16.0,0.03,1.0,45.41,0.49,-1.0,-0.06,1630.02
