Temp,Occupants,Hours,Weekend,Devices,DayOfYear,EnergyConsumption
11.46,221.0,8.83,0.0,355.0,232.0,2520.9
7.95,411.0,9.57,0.0,623.0,233.0,3299.49
9.38,325.0,11.58,0.0,783.0,234.0,3576.84
6.87,22.0,3.1,1.0,38.0,235.0,1557.07
11.36,9.0,2.41,1.0,20.0,236.0,1115.91
4.91,230.0,9.68,0.0,574.0,237.0,2447.82
12.24,357.0,8.07,0.0,610.0,238.0,2688.1
6.62,311.0,11.17,0.0,548.0,239.0,3255.05
2.35,446.0,8.28,0.0,964.0,240.0,3662.74
6.93,321.0,9.9,0.0,791.0,241.0,3358.98
4.41,29.0,2.81,1.0,70.0,242.0,2055.38
8.89,24.0,0.95,1.0,48.0,243.0,1229.96
4.33,406.0,10.75,0.0,931.0,244.0,3740.14
4.86,309.0,9.01,0.0,505.0,245.0,3106.8
0.45,477.0,8.04,0.0,1181.0,246.0,4138.42
4.68,255.0,10.89,0.0,628.0,247.0,3283.72
-1.31,256.0,10.14,0.0,425.0,248.0,3853.28
1.14,24.0,3.8,1.0,43.0,249.0,2295.15
8.11,9.0,2.4,1.0,14.0,250.0,1463.3
8.11,397.0,11.37,0.0,703.0,251.0,3582.3
6.97,378.0,9.94,0.0,875.0,252.0,3638.05
2.73,418.0,9.33,0.0,785.0,253.0,4033.36
5.43,476.0,11.17,0.0,756.0,254.0,4398.51
5.51,215.0,9.81,0.0,396.0,255.0,3048.62
1.99,24.0,1.45,1.0,59.0,256.0,1953.03
9.92,13.0,1.89,1.0,27.0,257.0,1136.04
8.0,367.0,11.53,0.0,703.0,258.0,3190.98
4.66,225.0,9.87,0.0,374.0,259.0,2767.38
5.36,264.0,8.3,0.0,656.0,260.0,2480.3
5.87,299.0,9.55,0.0,693.0,261.0,2935.72
-0.92,273.0,11.21,0.0,486.0,262.0,3882.43
4.43,10.0,1.93,1.0,15.0,263.0,1751.64
3.09,10.0,0.78,1.0,15.0,264.0,1691.99
2.11,472.0,8.27,0.0,764.0,265.0,3964.52
4.25,386.0,11.51,0.0,803.0,266.0,4299.61
10.46,222.0,9.56,0.0,539.0,267.0,2870.23
6.97,380.0,10.17,0.0,758.0,268.0,3480.28
3.32,307.0,11.87,0.0,719.0,269.0,3954.54
6.74,16.0,0.03,1.0,31.0,270.0,1630.02
